"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Azerbaijan","AZE","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2133","2333","2628","2094","2144","2055","1712","1845","1960","2238","2338","3149","3805","3221","3310","3555","","",
"Azerbaijan","AZE","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035","552","","","","","2057","339","401","522","823","1025","","896","","","","","",
"Azerbaijan","AZE","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","28","","","","","591","485","671","1040","1597","1776","1626","1834","1655","1532","1915","","",
"Azerbaijan","AZE","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1088","2713","2333","2628","2094","2144","4703","2536","2917","3522","4658","5139","4775","6535","4876","4842","5470","","",
"Azerbaijan","AZE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2823315","4932667","10870354","7831002","6170398","9074523","10144360","8654984","8262913","6099097","9073107","15493641","6470757","4422662","5712075","8042867","","",
"Azerbaijan","AZE","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22708864848779","4.43397523375405","13.6932366431676","8.53754367245198","4.58982266299761","8.84982807756758","7.89581831239769","5.14831695051186","2.17736233546907","1.05641286442648","1.75004117746443","3.3997331255178","0.923285802067101","0.983053092222548","1.08392898832668","1.34769012055173","","",
"Burundi","BDI","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","620741.061846788","16637.7167506713","",
"Burundi","BDI","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4678.55424744001","4228.75300746228","",
"Burundi","BDI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20629","0.15332","0.13834","0.13755","0.1228","","",
"Burundi","BDI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","4","9","6","10","3","5","6","3","9","10.4","7.9","11.5","2.2","5.1","0.7","2.9","1.3","5.1","3.1","2.5","1.2","3.2","2","2.6","","","","",
"Burundi","BDI","Patent applications, nonresidents","IP.PAT.NRES","","","","","","3","14","10","6","11","4","5","3","2","4","6","7","6","4","1","10","5","2","2","7","","2","","","1","3","","2","1","4","1","4","","","","","","","","","","","","","","","","","",
"Burundi","BDI","Patent applications, residents","IP.PAT.RESD","","","","","","1","1","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","",
"Burundi","BDI","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burundi","BDI","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burundi","BDI","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","22","260","94","70","95","145","104","90","88","94","80","66","73","67","154","89","110","66","95","82","102","","32","","","61","87","84","63","135","93","110","72","","","","","","132","","","","","","","","","","","",
"Burundi","BDI","Trademark applications, direct resident","IP.TMK.RESD","","","","","","4","","1","11","","","","","","","","","","2","","","9","2","4","5","","6","","","4","14","6","14","3","7","7","6","","","","","","20","","","","","","","","","","","",
"Burundi","BDI","Trademark applications, total","IP.TMK.TOTL","","","","","22","264","94","71","106","145","104","90","88","94","80","66","73","67","156","89","110","75","97","86","107","","38","","","65","101","90","77","138","100","117","78","","","","","","152","","","","","","","","","","","",
"Burundi","BDI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burundi","BDI","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burundi","BDI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2177","29968","7769","","","2358","392","57","7034","98465","251014","119141","154570","20353","698983","1099093","1996065","529867","","","",
"Burundi","BDI","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0405859136864202","1.06341038634855","0.196872990946478","","","1.48859877275826","0.331964263030868","0.0293891693177072","2.4131684757997","22.3436241306148","12.0886418855303","5.8742002792613","4.19278056190366","3.13824595596002","2.16469934892993","7.51500086733139","11.5369776703751","8.49567485657545","","","",
"Belgium","BEL","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1049602122.57991","1076749130.23044","1997618853.79669","1876144849.8837","1933337209.45662","1901802311.84657","2691550700.81312","2735827362.24535","",
"Belgium","BEL","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1360430545.9795","1542293270.18306","1678912247.36244","1166912487.46229","2556359034.71399","2336300292.47804","2563560261.16609","2696785294.30554","",
"Belgium","BEL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7645","1.83103","1.85932","1.93301","1.96558","2.06825","1.93609","1.87482","1.85508","1.82957","1.85884","1.89299","1.96686","2.02604","2.00497","2.04315","","",
"Belgium","BEL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","3309","","","","3424","3658","3588","3586","3905","4103","4164","4431","4512","4949","5171.6","5554.4","5531.8","5687.7","5712.5","5735.4","5827","6036.7","6302.3","6625.4","6847","6735.9","7077.8","7297.6","7217.6","","","","",
"Belgium","BEL","Patent applications, nonresidents","IP.PAT.NRES","","","","","","15044","15744","15152","16068","16158","15848","15099","14620","14481","13619","12164","11753","11453","9683","6864","5104","3918","2944","2261","1966","1476","1334","889","776","663","613","574","499","679","446","355","310","269","249","249","243","264","147","188","122","105","161","163","133","148","140","127","","",
"Belgium","BEL","Patent applications, residents","IP.PAT.RESD","","","","","","1766","1671","1607","1466","1456","1339","1359","1342","1242","1109","1060","1038","1073","1000","853","865","806","914","805","869","771","794","548","636","681","643","625","675","809","744","732","776","792","690","591","577","571","601","519","514","517","490","454","575","669","620","636","","",
"Belgium","BEL","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","8091","7663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","6829","","","","","","","","","","","11638","10803","10698","10581","11048","10498","8913","8403","7703","7935","6806","5982","5468","4108","3628","3386","","",
"Belgium","BEL","Trademark applications, direct nonresident","IP.TMK.NRES","1234","1320","1631","1395","1444","1662","1595","1584","1775","1687","3474","","","","2826","2684","2608","2863","2924","3062","3099","3266","3316","3715","3675","3779","3893","6312","5237","5814","6581","5475","5650","5571","6321","6239","3937","3418","3008","2919","2721","2046","1833","1608","1787","4092","3164","1698","1592","1375","1327","1446","","",
"Belgium","BEL","Trademark applications, direct resident","IP.TMK.RESD","1980","2178","2507","1771","1794","1827","2080","1736","1707","1597","2849","","","","4559","4342","3749","4321","4355","4894","4949","5390","5973","6450","7057","7723","8066","18639","12348","13292","14463","12456","13319","13890","15867","18626","20437","20474","20908","22953","22953","21382","21010","21736","20831","26573","24005","22944","21837","20083","20844","21129","","",
"Belgium","BEL","Trademark applications, total","IP.TMK.TOTL","3214","3498","4138","3166","3238","3489","3675","3320","3482","3284","6323","","8091","7663","7385","7026","6357","7184","7279","7956","8048","8656","9289","10165","10732","18331","11959","24951","17585","19106","21044","17931","18969","19461","22188","24865","36012","34695","34614","36453","36722","33926","31756","31747","30321","38600","33975","30624","28897","25566","25799","25961","","",
"Belgium","BEL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2488.53924","2596.84505","2724.15355","2929.68822","3001.23658","3156.9553","2990.83404","3000.75696","3128.3582","3182.76827","3329.73301","3446.17876","3468.57921","3585.55823","3563.06076","","","",
"Belgium","BEL","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","949.07643","981.83893","1015.67306","1073.1006","1417.89368","1472.64227","1497.73684","1484.33696","1421.49309","1444.81448","1367.56464","1405.74497","1485.93264","1499.33327","","","","",
"Belgium","BEL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13477829593","14757533410","16346161989","15375808040","18196676257","20555198906","23742645639","23791509507","24932327620","28667459534","29461605905","32227144837","34849332259","","",
"Belgium","BEL","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.18453920129709","10.2372168886106","10.9155247360663","8.87881655116123","8.9447105734222","8.43571839923285","9.01543540550614","8.35181485729717","7.40571574899076","7.98167503955982","10.3636953340019","10.4687539249357","10.0035710891514","","",
"Benin","BEN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1861723.80897299","1594981.40177238","1971761.93788784","2755662.16491742","2981873.95010771","2881215.84052009","","","",
"Benin","BEN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1912.4477239477","","20098.0222724933","","2019.07206763846","","","",
"Benin","BEN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","7","5","6","13","8","11","9","13.7","13.7","21.4","19.3","21.2","25.1","21.1","29.4","27.5","30.8","27.9","29.9","43.1","43.6","47.7","","","","",
"Benin","BEN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15305","148538","14093","14813","297865","21078","14905","24452","50971","228291","490789","829993","304055","","","",
"Benin","BEN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.225206600017481","1.28497003411955","0.104314163795369","0.138567304065664","1.71039510692575","0.120940186878351","0.0586544769244512","0.0994514066484721","0.16567672135939","0.844632448861372","0.395744078598922","1.05106165150354","0.475703854508388","","","",
"Burkina Faso","BFA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4193618.19292085","15299.5817915816","166921.645535479","185348.427624105","512509.585174762","111048.963720115","","","",
"Burkina Faso","BFA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78410.3566818555","102239.507890481","37962.9309591541","8471.23281280599","448233.99901574","","","",
"Burkina Faso","BFA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15834","0.18104","","","","0.19057","0.33866","0.27119","0.24197","0.17057","","0.11088","0.18676","0.20056","","","","",
"Burkina Faso","BFA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","20","15","16","23","19","19","17","13.2","17.2","22.1","32.1","22.9","25.6","25.4","27.8","40.6","41.8","32.3","48.5","42.9","43.4","49.9","","","","",
"Burkina Faso","BFA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","2","","","1","2","1","","","","","2","","","",
"Burkina Faso","BFA","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","5","15","","35","42","30","","","","","34","","","",
"Burkina Faso","BFA","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","5","15","","35","42","30","","","","","34","","","",
"Burkina Faso","BFA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.08215","","","",
"Burkina Faso","BFA","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.18338","","","",
"Burkina Faso","BFA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172258","445361","2487441","1145352","1502311","1056535","2064834","653222","1282039","2397221","5708913","","1869252","231380","258159","2864513","2552612","","",
"Burkina Faso","BFA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93086966926776","6.14394337475501","6.29676678480652","3.39684902505695","4.33470510948433","3.17558516671841","6.97916671243768","2.08918665157036","4.99486230534168","11.3653069317145","22.4762716993915","","5.66952009205404","0.676025451841119","0.513097165946037","7.80400790995068","5.90104616738956","","",
"Bangladesh","BGD","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2744867.84515153","5241859.5500792","7675990.79804311","21923483.7450397","8385816.87380035","17636698.5440259","10470569.0137287","10841608.1811363","",
"Bangladesh","BGD","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260850.899533999","319865.786912214","43435.9671163359","14581.9926001248","333018.064914714","516648.067296503","992520.508036016","207160.409694533","",
"Bangladesh","BGD","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","124","112","95","99","116","104","151","153","136","162.1","156.3","136.3","141.5","166.6","154.8","181","150.6","200.1","186.7","195.1","218.6","235.3","237.4","259.6","","","","",
"Bangladesh","BGD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","226","","124","92","122","100","102","133","104","123","104","96","77","98","109","76","76","77","89","71","89","156","","","184","200","248","236","246","260","268","294","288","270","278","275","276","274","","",
"Bangladesh","BGD","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","19","","30","27","27","31","34","39","40","40","62","40","16","23","24","32","32","36","72","36","39","70","","","32","49","70","59","43","58","48","50","22","29","60","55","66","32","","",
"Bangladesh","BGD","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","4359","","335","302","349","350","388","396","","","362","396","","","","555","521","","","","","","","","1351","1336","1479","1242","1228","1310","1889","1252","1280","3230","","","2374","3013","","",
"Bangladesh","BGD","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","1056","","450","515","541","467","805","745","","","1499","1648","","","","1750","1953","","","","","","","","3204","3424","4040","3502","3612","4085","3918","3372","5171","5002","","","7857","8632","","",
"Bangladesh","BGD","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","5415","","785","817","890","817","1193","1141","","","1861","2044","","","","2305","2474","","","","","","","","4555","4760","5519","4744","4840","5395","5807","4624","6451","8232","9221","8771","10231","11645","","",
"Bangladesh","BGD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4005721","5837385","3408766","3035062","345012","1335012","928701","1939473","265612","3488515","","10591240","9126275","6571088","14958984","15967424","27624176","23480859","133700302","","","","","","",
"Bangladesh","BGD","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.407667872408191","0.48396840627156","0.252819590297228","0.187750145512979","0.0182367161788165","0.064091518709029","0.0320086557874389","0.0628371544163132","0.00748076116197873","0.0760744160065384","","0.213022146744978","0.182700196502834","0.135246923583793","0.251442820967548","0.210449868077282","0.324630911049069","0.219801354081806","1.15229815704176","","","","","","",
"Bulgaria","BGR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80611097.1732956","69439205.4960637","77561078.1707784","95185418.7623821","117239687.563585","114531409.122427","136375249.554281","184320918.867554","",
"Bulgaria","BGR","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5049809.51206602","10516830.6626388","10864074.8096957","11411533.0804541","10027643.597313","16391612.2534368","13009725.5517678","22652851.5620905","",
"Bulgaria","BGR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57846","0.52394","0.55497","0.55308","0.50829","0.45724","0.47705","0.48311","0.48715","0.45762","0.45775","0.45368","0.47024","0.52847","0.59794","0.57074","","",
"Bulgaria","BGR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","983","","","","1079","1158","1125","1089","1219","1216","1169","1218","1380","1024","958.6","954.1","985.4","929","867.3","909.3","746.1","814.8","774.7","807.8","766.5","766.8","801.4","761.4","735.4","","","","",
"Bulgaria","BGR","Patent applications, nonresidents","IP.PAT.NRES","","","","131","199","223","423","633","786","939","886","875","878","923","880","856","617","623","649","719","804","871","717","728","738","248","211","311","253","267","331","326","351","152","531","363","407","538","524","616","709","785","735","680","133","52","48","28","22","24","17","21","","",
"Bulgaria","BGR","Patent applications, residents","IP.PAT.RESD","","","","788","947","1029","1084","1169","1435","1365","1908","2014","2071","2168","2336","2481","2371","2559","2949","3431","3297","3673","3628","3811","3843","2","1","3","6","63","198","422","329","412","319","368","316","394","274","282","231","283","289","278","263","261","243","211","249","242","243","262","","",
"Bulgaria","BGR","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","620","1996","2060","2204","2648","4664","4410","4432","4348","4277","4518","4515","4637","4798","4408","4671","4804","4693","5462","5413","6609","6914","4997","3785","2765","2215","2136","","",
"Bulgaria","BGR","Trademark applications, direct nonresident","IP.TMK.NRES","211","267","157","182","226","314","446","562","701","586","506","473","443","533","598","574","550","482","453","464","453","399","414","381","337","415","214","235","279","300","933","767","722","697","1058","1196","1285","1272","1147","1164","1291","1090","883","923","1086","1252","1496","674","753","561","523","432","","",
"Bulgaria","BGR","Trademark applications, direct resident","IP.TMK.RESD","39","51","38","45","78","79","56","55","89","131","70","38","27","47","26","27","31","18","27","120","42","165","130","137","175","275","164","160","164","230","382","1105","1252","1410","2520","2859","2243","2665","2163","3210","3256","3508","4043","5225","5974","6757","7677","6868","6315","4578","4308","4058","","",
"Bulgaria","BGR","Trademark applications, total","IP.TMK.TOTL","250","318","195","227","304","393","502","617","790","717","576","511","470","580","624","601","581","500","480","584","495","564","544","518","512","1310","2374","2455","2647","3178","5979","6282","6406","6455","7855","8573","8043","8574","8108","8782","9218","9402","9619","11610","12473","14618","16087","12539","10853","7904","7046","6626","","",
"Bulgaria","BGR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1783.02676","1461.33061","1472.51929","1311.50939","1183.96364","1159.69768","1168.55319","1223.06848","1261.62189","1298.98574","1344.16713","1466.30694","1499.60705","1586.70519","1458.70239","","","",
"Bulgaria","BGR","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987.42767","555.01288","598.01109","474.6474","478.75648","476.36058","470.43673","476.39595","477.71396","488.16951","499.77112","476.16037","492.40435","533.36522","","","","",
"Bulgaria","BGR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113391231","113063685","79629580","67230302","78618107","89939001","146745291","220010582","251526175","331842164","492315052","614618711","754677723","709153582","802458914","1015453449","","",
"Bulgaria","BGR","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.85844901105459","3.74453796740146","2.99657108122733","2.92729881577553","2.87181906800899","2.89185894325395","4.10721414493478","4.43460826034434","4.062534663725","4.77120176788482","6.11940635599655","5.96936262002585","6.55365055491913","8.15013351882618","7.91304815603678","7.46703808399517","","",
"Bahrain","BHR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrain","BHR","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrain","BHR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrain","BHR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","24","19","31","53","46","41","34","35","44","42.2","36.8","36.2","30.4","34.9","21","24.8","20.4","38.2","35.5","33.3","40.9","48.3","43.4","35.8","","","","",
"Bahrain","BHR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","20","","","","35","","","","33","41","47","28","41","28","65","16","20","","","","","","31","","","","","","","","","","","","","","","","","","","139","","",
"Bahrain","BHR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",
"Bahrain","BHR","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrain","BHR","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1271","2345","2686","2205","2041","2346","","",
